Id,Gloss,start_ms,end_ms,EAF,Participant,Signer,SourceVideo,SampleVideo
35737,WG-3,576207,576490,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35737.mp4
35742,WAT-A,579339,579586,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35742.mp4
35743,GOED-A,579673,580238,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35743.mp4
35745,GEBAREN-B,581696,582741,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35745.mp4
35748,PLUS-A,584123,584362,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35748.mp4
35749,DOOF-A,584420,584746,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35749.mp4
35750,WG-3,584798,584866,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35750.mp4
35752,WERKEN-A,585353,585818,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35752.mp4
35753,DOOF-A,585886,586281,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35753.mp4
35754,WG-5,586335,586512,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35754.mp4
35757,GEBAREN-B,587175,587667,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35757.mp4
35762,GOED-A,590051,590361,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35762.mp4
35763,LUKKEN-D,592130,592627,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35763.mp4
35765,LUKKEN-D,593017,593361,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35765.mp4
35766,BEGRIJPEN-A,593413,593626,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35766.mp4
35767,NIET-A,593669,593700,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35767.mp4
35768,WG-3,593724,593950,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35768.mp4
35775,WG-3,596888,597294,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35775.mp4
35776,GELD-A,597347,597552,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35776.mp4
35779,VRAGEN-A,599162,599385,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35779.mp4
35781,LUKKEN-D,600314,600812,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35781.mp4
35783,WG-3,601456,602040,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35783.mp4
35785,LUKKEN-D,602607,603049,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35785.mp4
35786,WG-3,603096,604765,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35786.mp4
35787,ZELFDE-A,613777,613882,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35787.mp4
35788,WG,613936,614325,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35788.mp4
35792,VAN-1,615866,616074,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35792.mp4
35795,DOOF-A,618633,618998,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35795.mp4
35800,WG-3,622474,623251,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35800.mp4
35801,DOOF-A,623296,623599,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35801.mp4
35809,WINNEN-A,630135,630631,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35809.mp4
35810,DOOF-A,630756,631125,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35810.mp4
35811,WINNEN-A,631185,631593,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35811.mp4
35813,VEEL-A,633413,633900,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35813.mp4
35816,VERTELLEN-5HANDEN ,635219,635596,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35816.mp4
35817,WG-3,635641,635712,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35817.mp4
35818,WG-1,636054,636143,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35818.mp4
35819,KIJKEN-B,636174,636390,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35819.mp4
35820,WG-3,638206,638929,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35820.mp4
35821,GOED-A,638956,639355,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35821.mp4
35822,WG-3,639417,639815,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35822.mp4
35824,MISSCHIEN-A,640218,640452,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35824.mp4
35825,WG-3,640504,640984,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35825.mp4
35826,ZELFDE-A,641033,641245,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35826.mp4
35827,WG-3,641306,641538,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35827.mp4
35832,PLUS-A,644192,644467,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35832.mp4
35833,NOG-A,644605,645194,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35833.mp4
35835,ZELFDE-A,645806,645945,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35835.mp4
35836,GOED-A,646011,646333,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35836.mp4
35840,DENKEN-A,648668,648784,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35840.mp4
35841,WG-1,648805,648934,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35841.mp4
35842,MAAR-A,649975,650115,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35842.mp4
35843,GOED-A,650132,650403,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35843.mp4
35844,WG-3,650445,650725,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35844.mp4
35845,HEBBEN-A,650813,650936,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35845.mp4
35846,DOOF-A,651009,651280,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35846.mp4
35848,GOED-A,651906,652104,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35848.mp4
35850,WG-3,656950,657134,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35850.mp4
35857,MAN-PERSOON,664448,664690,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35857.mp4
35858,KLEIN-B,664721,665041,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35858.mp4
35860,JA-A,667373,667875,CVGT_25/CVGT_2513.eaf,i049,i2,CVGT_25/CVGT_2513_i049.mp4,CVGT_2513.eaf_35860.mp4
35861,KIKKER-A,34860,34966,CVGT_26/CVGT_2604.eaf,i052,i1,CVGT_26/CVGT_2604_i052.mp4,CVGT_2604.eaf_35861.mp4
35862,IN-B,35269,35424,CVGT_26/CVGT_2604.eaf,i052,i1,CVGT_26/CVGT_2604_i052.mp4,CVGT_2604.eaf_35862.mp4
35863,VOORT-A,72214,72369,CVGT_26/CVGT_2604.eaf,i052,i1,CVGT_26/CVGT_2604_i052.mp4,CVGT_2604.eaf_35863.mp4
35865,HE-A,73034,73514,CVGT_26/CVGT_2604.eaf,i052,i1,CVGT_26/CVGT_2604_i052.mp4,CVGT_2604.eaf_35865.mp4
35866,VOORT-A,73846,73970,CVGT_26/CVGT_2604.eaf,i052,i1,CVGT_26/CVGT_2604_i052.mp4,CVGT_2604.eaf_35866.mp4
35868,VOORT-A,74599,74892,CVGT_26/CVGT_2604.eaf,i052,i1,CVGT_26/CVGT_2604_i052.mp4,CVGT_2604.eaf_35868.mp4
35869,HOND-A,75048,75304,CVGT_26/CVGT_2604.eaf,i052,i1,CVGT_26/CVGT_2604_i052.mp4,CVGT_2604.eaf_35869.mp4
35871,JA-A,82016,82319,CVGT_26/CVGT_2604.eaf,i052,i1,CVGT_26/CVGT_2604_i052.mp4,CVGT_2604.eaf_35871.mp4
35872,ECHT-A,120544,120686,CVGT_26/CVGT_2604.eaf,i052,i1,CVGT_26/CVGT_2604_i052.mp4,CVGT_2604.eaf_35872.mp4
35875,WG-3,121376,121517,CVGT_26/CVGT_2604.eaf,i052,i1,CVGT_26/CVGT_2604_i052.mp4,CVGT_2604.eaf_35875.mp4
35876,GRAP-A,136852,137182,CVGT_26/CVGT_2604.eaf,i052,i1,CVGT_26/CVGT_2604_i052.mp4,CVGT_2604.eaf_35876.mp4
35878,HUIS-B,151207,151621,CVGT_26/CVGT_2604.eaf,i052,i1,CVGT_26/CVGT_2604_i052.mp4,CVGT_2604.eaf_35878.mp4
35879,TERUG-A,155497,156014,CVGT_26/CVGT_2604.eaf,i052,i1,CVGT_26/CVGT_2604_i052.mp4,CVGT_2604.eaf_35879.mp4
35880,IN-A,156193,156362,CVGT_26/CVGT_2604.eaf,i052,i1,CVGT_26/CVGT_2604_i052.mp4,CVGT_2604.eaf_35880.mp4
35882,WATER-1HAND,157259,157408,CVGT_26/CVGT_2604.eaf,i052,i1,CVGT_26/CVGT_2604_i052.mp4,CVGT_2604.eaf_35882.mp4
35884,GOED-A,161883,162187,CVGT_26/CVGT_2604.eaf,i052,i1,CVGT_26/CVGT_2604_i052.mp4,CVGT_2604.eaf_35884.mp4
35885,WG-3,780,980,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35885.mp4
35887,WG-3,1727,1774,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35887.mp4
35888,VERTELLEN-5HANDEN ,1849,2077,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35888.mp4
35891,ONTHOUDEN-A,3663,4096,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35891.mp4
35892,NIET-C,4433,4526,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35892.mp4
35893,WG-1,4582,4664,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35893.mp4
35894,MAAR-A,4770,4863,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35894.mp4
35895,WETEN-A,4922,5099,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35895.mp4
35898,ONGEVEER-A,6344,6454,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35898.mp4
35899,WAT-A,6634,6969,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35899.mp4
35900,KIND-A,7371,7660,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35900.mp4
35901,SLAPEN-A,8184,8336,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35901.mp4
35903,DAN-A,9011,9192,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35903.mp4
35904,HOND-A,9505,9745,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35904.mp4
35905,HEBBEN-A,9948,9997,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35905.mp4
35906,OOK-A,10041,10119,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35906.mp4
35907,ZELF-A,10215,10406,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35907.mp4
35908,HOND-A,10590,10787,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35908.mp4
35911,KUNNEN-A,12859,12919,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35911.mp4
35912,ZIEN-A,12977,13134,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35912.mp4
35913,WG-3,13171,13216,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35913.mp4
35914,HEBBEN-A,13319,13402,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35914.mp4
35917,IN-A,14642,14785,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35917.mp4
35918,HEBBEN-A,14911,15014,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35918.mp4
35919,KIKKER-A,15122,15488,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35919.mp4
35920,IN-A,15700,15911,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35920.mp4
35922,SLAPEN-A,18507,18774,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35922.mp4
35924,SLAPEN-A,19542,19802,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35924.mp4
35926,WAKKER-A,20791,21078,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35926.mp4
35927,WAT-A,21576,22008,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35927.mp4
35928,VERDWIJNEN-A,22255,22577,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35928.mp4
35929,KIKKER-A,22759,23007,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35929.mp4
35930,VERDWIJNEN-A,23147,23539,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35930.mp4
35931,WAT-A,24003,24387,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35931.mp4
35933,ZOEKEN-A,25550,26114,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35933.mp4
35934,HOND-A,26222,26404,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35934.mp4
35935,OOK-A,26514,26640,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35935.mp4
35936,MEE-A,26743,26868,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35936.mp4
35937,ZOEKEN-A,27013,27182,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35937.mp4
35939,DAN-C ,28284,28444,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35939.mp4
35942,WAT-A,29844,30197,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35942.mp4
35944,DAN-C ,30559,30748,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35944.mp4
35946,HOND-A,31030,31307,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35946.mp4
35951,VAN-1,33222,33291,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35951.mp4
35952,WAAR-A,33358,33453,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35952.mp4
35953,WG-3,33478,33719,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35953.mp4
35954,IN-A,33909,34061,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35954.mp4
35956,KIKKER-A,34607,34761,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35956.mp4
35957,VERTREKKEN-A,34959,35202,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35957.mp4
35958,WG-3,35525,35596,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35958.mp4
35959,MAAR-A,35827,35884,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35959.mp4
35960,WAT-A,35968,36169,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35960.mp4
35961,HOND-A,36445,36639,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35961.mp4
35962,IN-A,36669,36745,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35962.mp4
35964,VAST-A,37621,37728,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35964.mp4
35965,DAN-C ,38429,38570,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35965.mp4
35966,KIND-A,38725,38897,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35966.mp4
35967,ZOEKEN-A,39086,39459,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35967.mp4
35969,BUITEN-1HAND,40069,40275,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35969.mp4
35971,WILLEN-A,42679,42740,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35971.mp4
35972,BUITEN-1HAND,42865,43073,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35972.mp4
35974,DAN-C ,44177,44353,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35974.mp4
35976,WG-3,44911,45014,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35976.mp4
35977,HOND-A,45130,45384,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35977.mp4
35978,OOK-A,45625,45855,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35978.mp4
35979,MEE-A,46004,46155,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35979.mp4
35984,DAN-B,49168,49301,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35984.mp4
35985,WG,49579,50105,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35985.mp4
35986,VERDWIJNEN-A,50534,50826,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35986.mp4
35987,ZOEKEN-A,51142,51790,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35987.mp4
35988,ZOEKEN-A,52019,53099,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35988.mp4
35989,VOORT-A,53335,53656,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35989.mp4
35991,WAT-A,54345,54535,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35991.mp4
35992,NOG-A,54733,54973,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35992.mp4
35994,ONTHOUDEN-A,55547,56055,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35994.mp4
35995,WG-1,56199,56409,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35995.mp4
35996,OK-A,58065,58332,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35996.mp4
35997,OK-A,58508,58841,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35997.mp4
35999,DAN-C ,59377,59623,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_35999.mp4
36000,ZOEKEN-A,59781,61319,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_36000.mp4
36001,KUNNEN-NIET-A,62296,62404,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_36001.mp4
36002,VINDEN-A,62529,62766,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_36002.mp4
36003,PROBEREN-A,63097,63334,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_36003.mp4
36005,NAAR-A,63763,63872,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_36005.mp4
36006,BOS-A,63993,64247,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_36006.mp4
36008,WG-3,65693,65832,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_36008.mp4
36009,BOS-A,66011,66252,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_36009.mp4
36011,KUNNEN-NIET-A,68345,68436,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_36011.mp4
36012,VINDEN-C,68553,68766,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_36012.mp4
36013,WAAR-A,68893,69047,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_36013.mp4
36014,KIKKER-A,69241,69523,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_36014.mp4
36015,HOND-A,70038,70095,CVGT_26/CVGT_2604.eaf,i051,i2,CVGT_26/CVGT_2604_i051.mp4,CVGT_2604.eaf_36015.mp4
