Id,Gloss,start_ms,end_ms,EAF,Participant,SourceVideo,SampleVideo
3374,SOCIO,55670,56110,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3374.mp4
3375,IX ,56180,56609,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3375.mp4
3376,CRECER-ALTURA,56702,57147,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3376.mp4
3377,HASTA,57260,57450,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3377.mp4
3378,AHORA,57490,57640,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3378.mp4
3379,SOCIO,57650,58360,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3379.mp4
3381,ASI,58900,59100,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3381.mp4
3384,AMIGO,60473,60644,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3384.mp4
3385,SORDO,60765,61195,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3385.mp4
3386,VERDAD,61220,61290,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3386.mp4
3387,PORQUE,61400,61740,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3387.mp4
3388,IX1,61780,61890,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3388.mp4
3390,HABER>NO,62330,62430,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3390.mp4
3391,HERMANO,62460,62860,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3391.mp4
3392,IX1,62880,63000,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3392.mp4
3395,CASA,63880,64120,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3395.mp4
3398,COLEGIO,65850,66180,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3398.mp4
3399,SORDO,66230,66590,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3399.mp4
3404,IX,76850,76953,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3404.mp4
3405,DIFICIL,77150,77440,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3405.mp4
3407,BIEN,79010,79620,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3407.mp4
3408,TODO,80001,80155,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3408.mp4
3409,COLEGIO,80670,81000,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3409.mp4
3410,IX,81350,81480,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3410.mp4
3411,UNO,81510,81750,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3411.mp4
3412,SABER,81840,82000,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3412.mp4
3413,PROFESOR,82010,82320,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3413.mp4
3414,SIGNAR,82370,82800,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3414.mp4
3415,OTRO-1,82870,83280,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3415.mp4
3416,SIGNAR,83480,83940,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3416.mp4
3417,REGULAR,83980,84420,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3417.mp4
3420,OTRO-1,85645,85955,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3420.mp4
3421,HORRIBLE,86010,86560,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3421.mp4
3423,IX1,87060,87170,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3423.mp4
3425,UNO,88150,88200,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3425.mp4
3426,PERSONA,88220,88370,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3426.mp4
3427,PROFESOR,88400,88650,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3427.mp4
3428,UNO,88700,88990,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3428.mp4
3429,NADA-MAS,89050,89670,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3429.mp4
3430,TODO,89820,90120,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3430.mp4
3431,BIEN ,90230,90650,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3431.mp4
3432,SIGNAR,90720,91050,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3432.mp4
3433,SABER,91140,91500,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3433.mp4
3434,SIGNAR,92140,92380,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3434.mp4
3435,REGULAR,92450,92930,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3435.mp4
3436,UNO,93250,93320,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3436.mp4
3437,HORRIBLE,93330,93730,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3437.mp4
3438,ENTENDER,93790,94166,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3438.mp4
3439,NO,94172,94381,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3439.mp4
3440,PACIENCIA,94410,95820,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3440.mp4
3441,IX,95830,95880,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3441.mp4
3442,CRECER,95900,96790,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3442.mp4
3443,YA,96900,97110,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3443.mp4
3444,ENTENDER-rep,97180,97844,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3444.mp4
3445,CONOCER,97960,98530,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3445.mp4
3447,IGUAL-1,98970,99240,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3447.mp4
3449,CONOCER,99880,100090,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3449.mp4
3450,ENTENDER-rep,100160,100520,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3450.mp4
3453,HASTA,102550,103010,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3453.mp4
3455,PROFESOR,104420,105100,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3455.mp4
3457,SORDO,105500,107149,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3457.mp4
3460,FIN,108215,108970,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3460.mp4
3461,IX1,109070,109110,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3461.mp4
3462,APRENDER,109130,109570,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3462.mp4
3463,SIGNAR,109600,109980,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3463.mp4
3464,NO,110017,110109,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3464.mp4
3465,IX1-Q,110197,110308,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3465.mp4
3466,APRENDER,110401,111423,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3466.mp4
3469,OYENTE,112570,113030,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3469.mp4
3470,PROFESOR,113070,113510,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3470.mp4
3471,IX1,113640,113720,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3471.mp4
3472,APRENDER,113760,113910,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3472.mp4
3474,PROFESOR,114970,115260,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3474.mp4
3475,SORDO,115300,115550,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3475.mp4
3477,IX1,116300,116350,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3477.mp4
3478,APRENDER,116380,116710,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3478.mp4
3483,TRES-AÑO,118983,119074,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3483.mp4
3485,MARCHAR,119560,120200,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3485.mp4
3487,POCO,120570,121090,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3487.mp4
3489,MARCHAR,121530,121860,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3489.mp4
3490,OTRO-1,121940,122320,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3490.mp4
3492,FIN,124020,124450,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3492.mp4
3493,SORDO,125800,126150,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3493.mp4
3494,CONOCER,126190,126410,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3494.mp4
3495,IX2,126460,126600,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3495.mp4
3497,PRESIDENTE,128030,128290,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3497.mp4
3498,FNSSE,128330,128840,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3498.mp4
3499,IX3,128870,129080,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3499.mp4
3502,IX1 ,129605,129835,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3502.mp4
3503,IX3,129930,129990,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3503.mp4
3506,IX3,132420,132540,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3506.mp4
3507,IX1,132610,132680,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3507.mp4
3509,VER,132820,132910,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3509.mp4
3513,JOVEN,134434,134782,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3513.mp4
3514,SIGNAR,135385,135912,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3514.mp4
3515,APRENDER,136070,136960,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3515.mp4
3517,FIN,137650,137710,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3517.mp4
3518,DOS,137750,137846,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3518.mp4
3519,TRES,137851,137978,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3519.mp4
3523,SIGNAR,138800,139080,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3523.mp4
3524,PROFESOR,139130,139420,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3524.mp4
3525,APRENDER,139540,139980,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3525.mp4
3530,RAPIDO,142089,142490,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3530.mp4
3532,GRACIAS,143210,143450,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3532.mp4
3533,IX3,143530,144200,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3533.mp4
3535,IX3,144970,145380,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3535.mp4
3536,PRESIDENTE,145460,145700,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3536.mp4
3537,FNSSE,145730,146240,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3537.mp4
3541,COLEGIO,147500,147790,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3541.mp4
3542,FIN,147840,148070,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3542.mp4
3543,TRES-AÑO,148120,148560,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3543.mp4
3545,TRES-AÑO,148820,149050,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3545.mp4
3546,FIN,149110,149430,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3546.mp4
3548,sn: FELIX PINEDO,151080,151540,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3548.mp4
3551,HASTA,152400,152750,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3551.mp4
3552,AHORA,152785,152895,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3552.mp4
3553,PRESIDENTE,153150,153410,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3553.mp4
3554,FNSSE,153430,153910,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3554.mp4
3559,cnm: NO,163937,164090,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3559.mp4
3567,MUCHO,186446,186722,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3567.mp4
3568,MUCHO,189220,189740,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3568.mp4
3569,MISMO,189870,190110,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3569.mp4
3570,IX,190160,190360,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3570.mp4
3571,COLEGIO,190600,190910,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3571.mp4
3572,sn: FELIX PINEDO,191010,191250,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3572.mp4
3573,IX3,191360,191560,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3573.mp4
3574,IX1,192190,192330,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3574.mp4
3575,SIGNAR,192490,192930,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3575.mp4
3576,UNO,193230,193450,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3576.mp4
3578,IX1,193835,193925,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3578.mp4
3579,1PREGUNTAR3,193940,194770,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3579.mp4
3580,EXPLICAR,195180,195620,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3580.mp4
3581,PROFESOR,196070,196400,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3581.mp4
3583,POCO,197430,197630,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3583.mp4
3584,OTRO-1,197650,197990,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3584.mp4
3585,IX1,198220,198290,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3585.mp4
3586,SIGNAR,198320,198550,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3586.mp4
3587,NO,198630,198800,EAF/T2.4-LSE-M03-2-20170914-6.eaf,M03,T2.4-LSE-M03-2-20170914-6.MP4,T2.4-LSE-M03-2-20170914-6.eaf_3587.mp4
